-441.000;-0.735;-1.000;4.482;-456.000;-0.760;-1.000;4.583;-486.000;-0.810;-1.000;3.975;-452.000;-0.753;-1.000;4.069;-454.000;-0.757;-1.000;7.287;-412.000;-0.687;-2.000;25.248;-409.000;-0.682;-2.000;33.013;-454.000;-0.757;0.000;10.555;5
-419.000;-0.698;-1.000;3.304;-446.000;-0.743;-1.000;4.070;-493.000;-0.822;-1.000;2.700;-450.000;-0.750;-1.000;2.395;-456.000;-0.760;-1.000;5.335;-460.000;-0.767;0.000;22.605;-473.000;-0.788;1.000;23.395;-456.000;-0.760;-1.000;6.995;5
-418.000;-0.697;-1.000;3.110;-423.000;-0.705;-1.000;3.057;-494.000;-0.823;-1.000;2.036;-427.000;-0.712;-1.000;2.158;-456.000;-0.760;-1.000;5.692;-326.000;-0.543;1.000;23.965;-404.000;-0.673;0.000;25.509;-452.000;-0.753;-1.000;7.114;5
-411.000;-0.685;-1.000;2.552;-443.000;-0.738;-1.000;2.150;-479.000;-0.798;-1.000;1.854;-434.000;-0.723;-1.000;2.104;-420.000;-0.700;-1.000;5.341;-545.000;-0.908;-1.000;22.134;-441.000;-0.735;0.000;22.813;-451.000;-0.752;-1.000;6.098;5
-413.000;-0.688;-1.000;3.896;-469.000;-0.782;-1.000;3.728;-484.000;-0.807;-1.000;2.474;-472.000;-0.787;-1.000;2.621;-454.000;-0.757;-1.000;5.757;-443.000;-0.738;-1.000;23.172;-451.000;-0.752;0.000;32.115;-420.000;-0.700;0.000;9.631;5
-441.000;-0.735;0.000;7.036;-447.000;-0.745;0.000;6.851;-458.000;-0.763;0.000;3.754;-425.000;-0.708;0.000;4.008;-442.000;-0.737;-1.000;9.376;-467.000;-0.778;-1.000;33.058;-549.000;-0.915;0.000;45.169;-415.000;-0.692;0.000;17.713;5
-463.000;-0.772;-1.000;3.946;-451.000;-0.752;0.000;4.058;-493.000;-0.822;-1.000;3.506;-429.000;-0.715;-1.000;3.348;-442.000;-0.737;-1.000;5.273;-467.000;-0.778;-1.000;22.365;-599.000;-0.998;0.000;31.184;-514.000;-0.857;-1.000;9.765;5
-429.000;-0.715;-1.000;3.128;-426.000;-0.710;-1.000;2.841;-467.000;-0.778;-1.000;2.489;-441.000;-0.735;-1.000;2.561;-439.000;-0.732;-1.000;4.772;-509.000;-0.848;-1.000;19.576;-455.000;-0.758;0.000;25.125;-453.000;-0.755;-1.000;8.252;5
-464.000;-0.773;-1.000;4.578;-441.000;-0.735;-1.000;4.908;-499.000;-0.832;-1.000;3.454;-433.000;-0.722;-1.000;3.514;-443.000;-0.738;-1.000;6.116;-458.000;-0.763;-1.000;23.237;-661.000;-1.102;-2.000;35.293;-526.000;-0.877;-0.500;11.033;5
-451.000;-0.752;-1.000;2.976;-434.000;-0.723;-1.000;3.291;-467.000;-0.778;-1.000;2.071;-421.000;-0.702;-1.000;2.168;-410.000;-0.683;-1.000;4.175;-456.000;-0.760;0.000;16.132;-453.000;-0.755;-1.000;23.016;-458.000;-0.763;-1.000;6.593;5
-434.000;-0.723;-1.000;4.007;-428.000;-0.713;-1.000;4.213;-491.000;-0.818;-1.000;2.626;-441.000;-0.735;-1.000;3.490;-476.000;-0.793;-1.000;9.645;-520.000;-0.867;-1.000;22.285;-450.000;-0.750;0.000;28.023;-430.000;-0.717;0.000;9.284;5
-450.000;-0.750;-1.000;2.820;-447.000;-0.745;-1.000;2.807;-498.000;-0.830;-1.000;2.009;-430.000;-0.717;-1.000;2.692;-455.000;-0.758;-1.000;7.477;-445.000;-0.742;-1.000;17.711;-361.000;-0.602;-1.000;23.247;-459.000;-0.765;-1.000;6.576;5
-415.000;-0.692;-1.000;4.308;-429.000;-0.715;-1.000;4.607;-500.000;-0.833;-1.000;3.041;-421.000;-0.702;-1.000;3.144;-409.000;-0.682;-1.000;7.166;-435.000;-0.725;0.000;20.745;-338.000;-0.563;0.000;28.541;-398.000;-0.663;0.000;9.990;5
-438.000;-0.730;-1.000;2.822;-458.000;-0.763;-1.000;2.814;-484.000;-0.807;-1.000;1.992;-444.000;-0.740;-1.000;2.445;-479.000;-0.798;-1.000;6.193;-504.000;-0.840;0.000;18.082;-570.000;-0.950;0.000;25.195;-490.000;-0.817;-1.000;7.356;5
-417.000;-0.695;-1.000;2.520;-449.000;-0.748;-1.000;2.191;-474.000;-0.790;-1.000;1.764;-419.000;-0.698;-1.000;2.303;-430.000;-0.717;-1.000;5.575;-398.000;-0.663;-1.000;14.546;-389.000;-0.648;-1.000;23.056;-463.000;-0.772;-1.000;5.995;5
-444.000;-0.740;-1.000;3.311;-443.000;-0.738;-1.000;3.249;-482.000;-0.803;-1.000;2.307;-421.000;-0.702;-1.000;2.599;-475.000;-0.792;-1.000;6.161;-477.000;-0.795;-1.000;18.322;-600.000;-1.000;-1.000;25.135;-490.000;-0.817;-1.000;7.839;5
-438.000;-0.730;0.000;4.483;-450.000;-0.750;0.000;4.684;-493.000;-0.822;-1.000;3.910;-441.000;-0.735;-1.000;3.560;-380.000;-0.633;-1.000;5.646;-356.000;-0.593;0.000;18.185;-385.000;-0.642;0.000;29.143;-457.000;-0.762;-1.000;11.501;5
-406.000;-0.677;-1.000;2.625;-445.000;-0.742;-1.000;2.461;-465.000;-0.775;-1.000;1.864;-430.000;-0.717;-1.000;2.161;-406.000;-0.677;-1.000;4.760;-409.000;-0.682;0.000;12.959;-349.000;-0.582;0.000;21.182;-421.000;-0.702;0.000;6.299;5
-423.000;-0.705;-1.000;3.844;-437.000;-0.728;-1.000;4.000;-533.000;-0.888;-1.000;3.435;-428.000;-0.713;-1.000;3.244;-435.000;-0.725;-1.000;5.517;-407.000;-0.678;0.000;18.346;-344.000;-0.573;-1.500;28.953;-433.000;-0.722;0.000;9.825;5
-430.000;-0.717;-1.000;3.074;-428.000;-0.713;-1.000;3.071;-474.000;-0.790;-1.000;2.225;-428.000;-0.713;-1.000;2.252;-428.000;-0.713;-1.000;5.090;-465.000;-0.775;-1.000;14.927;-473.000;-0.788;-1.000;22.982;-447.000;-0.745;-1.000;7.272;5
-430.000;-0.717;-1.000;3.146;-443.000;-0.738;-1.000;3.011;-496.000;-0.827;-1.000;2.213;-437.000;-0.728;-1.000;2.736;-438.000;-0.730;-1.000;7.483;-482.000;-0.803;-1.000;20.715;-428.000;-0.713;-1.000;24.720;-456.000;-0.760;-1.000;8.481;5
-406.000;-0.677;-1.000;3.980;-457.000;-0.762;-1.000;4.092;-479.000;-0.798;-1.000;2.508;-437.000;-0.728;-1.000;2.498;-463.000;-0.772;-1.000;5.443;-443.000;-0.738;-1.000;17.437;-415.000;-0.692;-1.000;29.222;-429.000;-0.715;0.000;9.801;5
